"bref_id_mlb","lon","lat"
"aardsda01","-104.990251","39.7392358"
"abadan01","-80.0364297","26.7056206"
"abadfe01","-68.9658817","18.4338645"
"abbotje01","-84.3879824","33.7489954"
"abercre01","-84.9877094","32.4609764"
"abernbr01","-84.3879824","33.7489954"
"abreubo01","-67.6066164","10.2441931"
"abreujo02","-80.4437781","22.1599753"
"abreuju01","-70.2527379","19.3050261"
"abreuto01","-70.6871091","19.7807686"
"abreuwi01","-70.1485574","19.0518382"
"accarje01","-112.0740373","33.4483771"
"aceveal01","-114.771711","32.4518877"
"acevejo01","-69.9312117","18.4860575"
"aceveju01","-106.4245478","31.6903638"
"achteaj01","-83.555212","41.6639383"
"ackledu01","-80.244216","36.0998596"
"acostma01","-79.9416549","9.3352868"
"adamecr01","-69.9312117","18.4860575"
"adamsau01","-86.2999689","32.3668052"
"adamsda02","-80.206436","26.2445263"
"adamsjo02","-118.1339563","33.8536269"
"adamsla01","-95.0480162","34.7514893"
"adamsma01","-78.2205688","40.8964465"
"adamsmi03","-97.396381","27.8005828"
"adamsru01","-79.4628248","34.7740494"
"adamsry01","-90.0715323","29.9510658"
"adamste01","-88.0398912","30.6953657"
"adamswi02","-108.7425843","35.5280783"
"adcocna01","-85.8649408","37.7030646"
"adducji02","-122.9805104","49.2488091"
"adenhni01","-77.026088","38.9906657"
"adkinjo01","-82.445154","38.4192496"
"adriaeh01","-66.6168821","10.4662629"
"affelje01","-112.0740373","33.4483771"
"agbaybe01","-157.8583333","21.3069444"
"aguilch01","-122.2363548","37.4852152"
"aguilje01","-67.6066164","10.2441931"
"ahmedni01","-72.589811","42.1014831"
"ainswku01","-91.1403196","30.4582829"
"albaljo01","-66.1057217","18.4663338"
"alberan01","-108.2974555","52.7764752"
"alberha01","-70.2527379","19.3050261"
"alberma01","-95.3698028","29.7604267"
"albural01","-69.2996732","18.4720698"
"alcanar01","-69.9312117","18.4860575"
"alcanis01","-70.3301173","18.2854798"
"aldrico01","-100.4370375","31.4637723"
"alexama02","-69.2996732","18.4720698"
"alexasc02","-122.7140548","38.440429"
"alfarja01","-98.4936282","29.4241219"
"alfonan01","-68.9658817","18.4338645"
"alfoned01","-66.7041197","10.27085"
"alfonel01","-64.6334643","10.2007985"
"allenbr01","-95.4560512","30.3118769"
"allench01","-96.7969879","32.7766642"
"allenco01","-81.3792365","28.5383355"
"allendu01","-97.5164276","35.4675602"
"allenje01","-85.6802541","40.1053196"
"allenlu01","-83.8601827","33.5967815"
"almanar01","-106.4850217","31.7618778"
"almanca01","-70.6930568","19.4791963"
"almonab01","-69.9312117","18.4860575"
"almoned01","-70.6930568","19.4791963"
"almoner01","-69.9312117","18.4860575"
"almonhe01","-69.9312117","18.4860575"
"almonmi01","-70.6930568","19.4791963"
"almonzo01","-69.9312117","18.4860575"
"alonsyo01","-82.345189","23.0540698"
"alstoga01","-73.8370786","40.9125992"
"altheaa01","7.5709052","49.4141464"
"altuvjo01","-67.6066164","10.2441931"
"alvarab01","-118.2436849","34.0522342"
"alvarda01","-70.6930568","19.4791963"
"alvarda02","-77.9053182","21.3926035"
"alvarga01","-109.4437493","27.0727573"
"alvarhe01","-67.9972104","10.1579312"
"alvarjo02","-64.67768","10.1445691"
"alvarju01","-80.2683838","25.72149"
"alvarpe01","-69.9312117","18.4860575"
"alvarrj01","-80.0533746","26.7153424"
"alvarta01","-109.930367","27.4827729"
"alvarto01","-66.9511459","10.5004352"
"alvarvi01","-107.3940117","24.8090649"
"alvarwi01","-71.7147951","10.6544509"
"amarial01","-64.67768","10.1445691"
"ambrech01","-94.1265562","30.080174"
"ambrihe01","-117.8531119","33.7877944"
"amesst01","-122.6614861","45.6387281"
"amezaal01","-109.930367","27.4827729"
"anderbr02","-76.2982742","36.8354258"
"anderbr03","-110.926479","32.2217429"
"anderbr04","-102.0779146","31.9973456"
"anderbr05","-118.8375937","34.1705609"
"anderch01","-98.4933873","33.9137085"
"anderco01","-120.9471764","39.9368363"
"anderdr01","-99.0816784","40.6993303"
"anderga01","-118.2436849","34.0522342"
"anderja01","-87.6300207","40.124481"
"anderji02","-76.2982742","36.8354258"
"anderjo03","-84.6041084","37.0920222"
"anderla03","-122.2711137","37.8043637"
"anderma01","-85.7584557","38.2526647"
